global_index,cfo_hz,cfo_std_hz,cfo_iqr_hz,cfo_drift_hz_per_ms,cfo_skew,cfo_kurt,iq_gain_imbalance_db,iq_phase_error_deg,dc_offset_i,dc_offset_q,dc_offset_mag,envelope_cv,envelope_slope,papr_db,envelope_kurt,constellation_spread_deg,evm_proxy,phase_jitter,seg1_power_ratio,seg2_power_ratio,seg3_power_ratio,seg4_power_ratio,skew_i_norm,skew_q_norm,kurt_i_norm,kurt_q_norm,satellite_id
81,-1149.6093293297495,42555.99019922287,32770.72471634069,-45628.4409402211,-1.1453883438187562,34.49676114105913,0.00044097911952876035,66.64665535439026,0.021526809991813067,-0.014078298097403479,0.025721625643473186,0.40128161876421453,0.0009144584905589018,4.884377224425926,-0.6815180602470785,58.778739551970936,0.40128161876421453,0.0037689358875919246,0.951297822448088,1.0102822978286154,1.0662908589244846,0.9721290207988128,0.035155294034595476,0.12442656847398038,-1.4303765074578574,-1.3414183046968355,85
87,3273.2792860271097,60794.08626766991,24818.882662989046,-7979.929348596216,13.238020701700055,351.8938408804752,-0.402301336278155,73.58315909287975,0.003070791094895433,0.011557960602273511,0.01195893854956182,0.3968597636071596,-0.11717204711341553,4.8183450666204966,-0.4537770686441207,46.594911203459034,0.3968597636071596,0.015609282881448366,0.9735515996595462,0.9980699366130628,1.133839312012759,0.8945391517146318,0.12311688161133,0.09160141576716002,-1.5383292247307394,-1.517213007343956,85
88,2076.5842898450455,33546.45667830525,17802.519122531467,30236.450436016752,0.2437478223713158,67.8267052140478,-1.4451293532077032,71.35632794271248,-0.0027568477237076856,0.036275948178225485,0.03638055284902929,0.3871998405657032,-0.06007759925628747,4.896379609045363,-0.4617330788541123,51.102255021088865,0.3871998405657032,0.01649303585661841,0.9992880847377614,0.9268407508716378,1.1214172006390797,0.9524539637515208,0.10304401200833853,-0.0031274332776640764,-1.5342280905154098,-1.5071963494742198,85
92,5104.859976702713,53655.86926883883,23755.288454835834,8103.587250108433,5.494086761183794,848.1411792004118,1.0816831877979303,75.07721839486211,-0.00457141998473503,-0.039195246783388794,0.03946093322626296,0.3559712253233096,-0.04153151742758914,4.1984538635975674,0.2429643620187747,41.55579973934465,0.3559712253233096,0.06396975206594642,0.9702631042692278,1.0137982982298626,1.135204577789119,0.8807340197117901,0.09505346039753497,0.04788552123297185,-1.6349498423915623,-1.6558418938005741,85
93,-1054.7100500662964,37780.59396689411,21865.488536199136,-10811.334538630732,-6.252160815401394,104.36527965633124,0.7714529236051565,72.16151561417563,0.0010040861370579767,-0.017663974439026363,0.01769248942215902,0.3722452156280157,-0.07398798858173702,4.2556377742657565,-0.30825402286326264,48.331021320019026,0.3722452156280157,0.0032790400364146573,1.0063695439846239,0.9720181099022807,1.064484512506811,0.9571278336062851,0.1563338649777287,-0.0165819197496177,-1.5620186708532628,-1.5146948462252567,85
96,3186.5429333775014,52412.91111747476,19120.73294921784,15348.009028948749,6.468083248423317,299.6854054481116,-1.1764314434442449,68.56194420063645,-0.052640711275845804,-0.06098722702626029,0.08056355468808196,0.40093878249043596,0.030959747832952654,5.160168027530149,-0.524724419945453,55.05135331109492,0.40093878249043596,0.01082433832360929,0.8758280676000634,1.1110215423941354,0.815861512243174,1.1972888777626272,0.33512398984393166,0.27719352536837144,-1.3202445535263605,-1.3556603945285874,85
101,1726.414452856298,49208.62065678322,24955.059794666195,-2697.6759740568846,4.237755361699274,1732.876951457263,1.2912651380549713,70.23799206855179,-0.021987206529957618,-0.03761416242799793,0.043569053996510204,0.36435685930268696,-0.008847517779278889,4.494004265952695,-0.5488722876974022,52.3823352892253,0.36435685930268696,0.06976646501072062,0.9994988269178752,0.9109056270190532,1.1134657388307667,0.9761298072323042,0.14437021352031834,0.036535507854594564,-1.5255651582446672,-1.5511635816435667,85
103,1128.137287407179,41326.443225320814,33024.93776225021,-34963.671515515845,8.852920434224686,167.55698677291826,0.20720581490368636,71.53797577191331,-0.015436582505161483,-0.010019161988290018,0.018403034705891667,0.3999573169326781,-0.17267741242248774,4.686231018097403,-0.5231307694845095,51.47454121825825,0.3999573169326781,0.005356173746341666,0.9982783421323049,1.080474367401637,1.0644882080276512,0.8567590824384065,0.06346037421249737,0.07533133177201884,-1.5038333822818994,-1.4666270323672583,85
105,-1115.5180531652913,49837.12901033554,32146.65672121953,-11697.47051930681,-3.670940878561756,151.1757282018012,0.9651536874196792,71.26977862402279,-0.029331981508160198,-0.031872358574408406,0.04331526728869068,0.38174921534238965,-0.07206859307786309,4.112112795880528,-0.05189555125422407,46.32261116108612,0.38174921534238965,0.005946178885817602,1.063925151192859,0.9688419353635437,1.0535868849984287,0.9136460284451692,0.07700414097100543,0.0004314069454201749,-1.5174275461651514,-1.5578939393251492,85
107,-1064.5650963795663,52298.60094097797,32244.34881440944,27623.20188073088,1.9394468686375852,235.3906166213111,-0.22505619331144683,70.33631953961932,0.004415155114206176,0.019505565949179557,0.019999017417870656,0.41402191675859246,-0.05410398210939952,5.764902707820991,-0.5107132823550762,52.90833917440662,0.41402191675859246,0.01029495267651585,0.9878371760888374,1.0718149414190925,0.9707708429070738,0.9695770395849964,0.14813995508629754,0.043319637912833484,-1.33344863658572,-1.509146216460104,85
111,-2748.6285023095097,57348.80567078364,35677.12494986737,13650.212953908898,1.8476498394070744,879.5047587344377,-0.5077814762461901,71.0962622468002,-0.013077048576187002,-0.028037448998287758,0.030937158010967036,0.41409226608952465,0.008228557243015713,4.9815797784973395,-0.5318585966008924,47.667521547732214,0.41409226608952465,0.0684862062186253,0.92375960219628,1.0452033550040258,1.0870098497652814,0.944027193034413,0.10400574890309097,0.18321688563833782,-1.4531640033350337,-1.3996276963666214,85
118,-1195.6794817471782,51089.68377772807,26689.169517060134,-12358.919899109667,6.010502746878222,190.7580187988804,-0.29733591276049304,72.4214479503158,-0.01658577424936768,-0.0054655572603836515,0.017463110364924126,0.38115144084664887,-0.09025595615211661,4.47933608823531,-0.1311789852644658,48.17590956029771,0.38115144084664887,0.008169988509342713,1.019686922047582,1.0038683611247516,1.0731176124659076,0.9033271043617587,0.14637069316920215,0.05407323778962964,-1.4619812844691602,-1.6307678271043478,85
121,1142.2133998237423,45121.595835256,37868.52827812151,-18765.007613573325,-1.5101932640805162,40.24723690752297,-0.7047584325600429,68.04334858730033,-0.035078829599190675,-0.04105140947480043,0.053997615742889894,0.39082357125979994,-0.00508563685558029,4.9194813656235485,-0.5994832578464049,58.80387417899269,0.39082357125979994,0.003330515041595244,0.9868829790664111,1.0513722001749837,1.0119602402593946,0.9497845804992107,0.07215159034565487,0.01997911955260508,-1.4550241225590672,-1.3984494056192251,85
